case,run,VB,time,DOC,feed,material,cut_no,tool_class,window_start,window_end
14,9,0.95,21,0.76,0.50,2,149,2,2496,6469
15,8,0.89,24,1.05,0.25,2,151,2,4160,8960
11,9,0.81,30,0.98,0.50,1,113,2,2298,6464
11,11,0.76,40,0.98,0.25,2,80,2,4334,8960
13,15,0.96,67,0.77,0.25,2,134,2,4166,8960
13,9,0.94,27,1.06,0.25,2,141,2,4066,8369
13,11,0.83,32,0.82,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,13,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.36,38,0.75,0.25,2,143,2,4160,8960
11,9,0.81,36,1.28,0.50,1,126,2,2165,6464
14,10,1.14,19,0.80,0.50,2,137,2,2496,6474
15,7,0.83,22,1.25,0.25,2,157,2,4160,8960
9,9,0.81,44,1.37,0.50,1,85,2,2133,6464
10,14,0.72,67,1.01,0.25,1,74,2,4335,8960
11,20,0.79,105,0.75,0.25,1,93,2,4160,8960
10,9,0.92,19,1.13,0.50,2,129,2,2496,6535
13,12,0.94,33,0.82,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.48,41,0.75,0.25,2,143,2,4160,8960
13,14,1.45,42,0.75,0.25,2,143,2,4160,8960
14,9,1.05,21,0.79,0.50,2,148,2,2496,6469
14,10,1.14,22,0.77,0.50,2,142,2,2496,6474
15,8,0.73,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,29,0.93,0.50,2,136,2,2307,6464
11,12,0.77,45,0.99,0.25,2,80,2,4334,8960
13,16,0.98,68,0.75,0.25,2,134,2,4160,8960
13,11,0.83,27,0.96,0.25,2,139,2,4083,8925
13,11,0.76,31,0.86,0.25,2,140,2,4160,8960
13,13,1.05,38,0.75,0.25,2,142,2,4160,8960
13,13,1.38,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.30,37,0.75,0.25,2,142,2,4160,8960
11,9,0.81,43,1.31,0.50,2,127,2,2155,6464
13,9,1.13,19,0.85,0.50,2,136,2,2496,6497
15,8,0.87,24,1.07,0.25,2,152,2,4160,8960
11,9,0.81,43,1.32,0.50,2,125,2,2154,6464
13,11,0.85,37,0.91,0.25,2,134,2,4209,8960
11,19,0.85,103,0.75,0.25,1,97,2,4160,8960
10,9,0.78,29,1.00,0.50,2,115,2,2344,6510
13,12,1.03,35,0.75,0.25,2,141,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
12,9,0.81,42,1.27,0.50,2,127,2,2159,6464
12,9,1.12,19,0.93,0.50,2,130,2,2496,6499
15,8,0.81,24,1.06,0.25,2,152,2,4160,8960
12,9,0.81,29,0.93,0.50,2,138,2,2319,6464
13,12,1.24,55,0.84,0.25,2,126,2,4174,8960
13,15,1.53,45,0.75,0.25,2,138,2,4160,8960
15,9,0.77,29,1.02,0.25,2,141,2,4145,8938
13,12,0.85,33,0.89,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.46,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.17,38,0.75,0.25,2,142,2,4160,8960
12,9,0.81,37,1.23,0.50,2,133,2,2203,6464
10,9,0.92,18,1.14,0.50,2,129,2,2494,6537
15,8,0.97,25,1.07,0.25,2,155,2,4160,8960
9,9,0.81,45,1.42,0.50,1,79,2,2116,6464
11,11,0.72,48,1.13,0.25,2,76,2,4471,8960
11,21,0.76,105,0.75,0.25,1,93,2,4160,8960
8,9,0.78,17,1.41,0.50,2,127,2,2496,6589
13,12,0.94,33,0.77,0.25,2,140,2,4160,8960
13,12,0.94,35,0.75,0.25,2,141,2,4160,8960
13,13,1.07,38,0.75,0.25,2,142,2,4160,8960
13,14,1.30,42,0.75,0.25,2,143,2,4160,8960
13,15,1.51,43,0.75,0.25,2,144,2,4160,8960
14,10,0.93,23,0.75,0.50,2,152,2,2496,6464
14,10,1.12,23,0.76,0.50,2,151,2,2496,6464
15,7,0.98,22,1.23,0.25,2,159,2,4160,8960
11,9,0.81,30,0.98,0.50,1,115,2,2298,6464
11,12,0.77,45,0.98,0.25,2,80,2,4335,8960
11,19,0.94,102,0.75,0.25,1,97,2,4160,8960
12,10,0.81,24,1.09,0.25,2,138,2,3681,8359
15,9,0.70,29,1.01,0.25,2,141,2,4160,8960
13,12,0.97,35,0.75,0.25,2,141,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.42,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,44,1.31,0.50,2,127,2,2155,6464
12,9,1.12,19,0.94,0.50,2,129,2,2496,6508
15,8,1.12,25,1.04,0.25,2,151,2,4160,8960
9,9,0.81,44,1.37,0.50,1,89,2,2133,6464
11,11,0.75,45,1.00,0.25,1,80,2,4334,8960
11,19,0.83,105,0.75,0.25,1,95,2,4160,8960
9,9,0.76,28,1.02,0.50,2,113,2,2364,6547
14,12,1.10,33,0.84,0.25,2,140,2,4160,8960
13,12,0.94,34,0.87,0.25,2,141,2,4160,8960
13,13,1.07,39,0.75,0.25,2,142,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.41,41,0.75,0.25,2,143,2,4160,8960
12,9,0.81,29,0.93,0.50,2,135,2,2305,6464
14,9,1.09,21,0.80,0.50,2,146,2,2496,6470
15,8,0.84,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,38,1.24,0.50,2,125,2,2187,6464
11,11,0.77,45,0.93,0.25,2,82,2,4334,8960
13,15,0.98,66,0.77,0.25,2,134,2,4163,8960
13,9,0.96,26,1.09,0.25,2,141,2,4012,8369
14,11,0.72,31,0.91,0.25,2,140,2,4160,8960
13,13,1.04,39,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
12,9,0.81,39,1.28,0.50,2,127,2,2163,6464
12,9,1.12,19,0.93,0.50,2,135,2,2496,6502
15,7,1.03,25,1.08,0.25,2,159,2,4160,8960
9,9,0.81,44,1.39,0.50,1,83,2,2123,6464
10,17,0.71,94,1.01,0.25,1,73,2,4335,8960
11,21,0.77,105,0.75,0.25,1,93,2,4160,8960
9,9,0.84,18,1.31,0.50,2,134,2,2496,6551
13,11,0.97,33,0.75,0.25,2,140,2,4160,8960
13,12,0.95,35,0.75,0.25,2,141,2,4160,8960
13,13,1.05,39,0.75,0.25,2,142,2,4160,8960
13,14,1.49,41,0.75,0.25,2,143,2,4160,8960
13,14,1.33,42,0.75,0.25,2,143,2,4160,8960
14,9,1.02,21,0.79,0.50,2,148,2,2496,6469
14,10,1.07,22,0.76,0.50,2,146,2,2496,6465
15,8,0.73,24,1.07,0.25,2,151,2,4160,8960
12,9,0.81,29,0.93,0.50,1,133,2,2306,6464
11,12,0.77,45,0.99,0.25,1,80,2,4334,8960
13,16,0.97,68,0.75,0.25,2,135,2,4164,8960
14,10,1.07,25,1.10,0.25,2,140,2,3979,8369
15,10,0.70,29,1.01,0.25,2,141,2,4160,8960
13,13,1.02,38,0.75,0.25,2,142,2,4160,8960
13,14,1.19,41,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.36,37,0.75,0.25,2,143,2,4160,8960
11,9,0.81,44,1.32,0.50,2,125,2,2154,6464
11,9,1.12,19,0.90,0.50,2,130,2,2496,6500
15,8,1.04,25,1.05,0.25,2,152,2,4160,8960
11,9,0.81,43,1.32,0.50,2,126,2,2154,6464
13,12,1.16,50,0.90,0.25,2,125,2,4198,8960
11,19,0.90,104,0.75,0.25,1,98,2,4160,8960
9,9,0.78,29,0.99,0.50,2,117,2,2344,6519
13,13,1.08,35,0.75,0.25,2,141,2,4160,8960
13,12,1.01,35,0.75,0.25,2,141,2,4160,8960
13,13,1.08,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
13,14,1.14,39,0.75,0.25,2,143,2,4160,8960
11,9,0.81,34,1.26,0.50,2,127,2,2166,6464
13,9,1.12,20,0.89,0.50,2,130,2,2496,6496
15,8,0.81,24,1.07,0.25,2,152,2,4160,8960
12,9,0.81,29,0.94,0.50,2,138,2,2320,6464
13,12,0.92,65,0.81,0.25,2,123,2,4174,8960
13,15,1.51,48,0.75,0.25,2,141,2,4160,8960
13,9,0.78,24,1.09,0.25,2,139,2,3636,8369
13,12,0.85,33,0.90,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.21,41,0.75,0.25,2,143,2,4160,8960
13,13,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.24,38,0.75,0.25,2,142,2,4160,8960
11,9,0.81,34,1.28,0.50,1,126,2,2167,6464
10,9,0.90,19,1.21,0.50,2,133,2,2493,6537
15,8,0.83,25,1.14,0.25,2,155,2,4160,8960
9,9,0.81,45,1.43,0.50,1,67,2,2115,6464
10,11,0.73,48,1.15,0.25,1,72,2,4465,8960
11,20,0.78,105,0.75,0.25,1,93,2,4160,8960
9,9,0.86,18,1.34,0.50,2,135,2,2494,6558
13,12,0.92,33,0.85,0.25,2,140,2,4160,8960
13,12,0.96,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,38,0.75,0.25,2,142,2,4160,8960
13,14,1.35,41,0.75,0.25,2,143,2,4160,8960
13,15,1.43,42,0.75,0.25,2,144,2,4160,8960
14,10,0.97,20,0.76,0.50,2,150,2,2496,6464
14,10,0.97,20,0.76,0.50,2,149,2,2496,6466
15,7,0.98,21,1.33,0.25,2,160,2,4160,8960
12,9,0.81,29,0.93,0.50,2,134,2,2306,6464
11,11,0.77,45,0.98,0.25,2,81,2,4334,8960
11,20,0.94,103,0.75,0.25,1,95,2,4160,8960
14,9,0.88,26,1.10,0.25,2,140,2,3916,8369
15,9,0.70,29,1.01,0.25,2,141,2,4160,8960
13,13,1.02,38,0.75,0.25,2,142,2,4160,8960
13,13,1.17,41,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
13,14,1.26,37,0.75,0.25,2,143,2,4160,8960
12,9,0.81,42,1.31,0.50,2,126,2,2156,6464
13,9,1.13,20,0.89,0.50,2,130,2,2496,6497
15,8,1.04,25,1.04,0.25,2,151,2,4160,8960
9,9,0.81,44,1.39,0.50,1,84,2,2124,6464
11,12,0.77,47,1.01,0.25,1,78,2,4335,8960
11,19,0.87,104,0.75,0.25,1,97,2,4160,8960
9,9,0.80,29,0.98,0.50,2,121,2,2341,6499
13,12,1.19,34,0.75,0.25,2,141,2,4160,8960
13,12,0.94,34,0.83,0.25,2,141,2,4160,8960
13,14,1.09,39,0.75,0.25,2,143,2,4160,8960
13,14,1.12,39,0.75,0.25,2,143,2,4160,8960
13,14,1.21,41,0.75,0.25,2,143,2,4160,8960
12,9,0.81,29,0.98,0.50,2,134,2,2319,6464
14,9,0.91,20,0.79,0.50,2,148,2,2496,6466
15,8,0.85,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,29,0.94,0.50,2,130,2,2301,6464
11,11,0.73,40,1.00,0.25,1,80,2,4334,8960
13,13,1.08,57,0.83,0.25,2,122,2,4174,8960
14,9,0.89,27,1.07,0.25,2,141,2,4066,8369
13,11,0.79,32,0.76,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.18,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,14,1.36,38,0.75,0.25,2,143,2,4160,8960
11,9,0.81,34,1.28,0.50,2,126,2,2164,6464
14,10,1.11,20,0.80,0.50,2,138,2,2496,6474
15,7,0.83,24,1.16,0.25,2,154,2,4160,8960
9,9,0.81,45,1.38,0.50,1,82,2,2126,6464
11,14,0.77,51,0.99,0.25,2,78,2,4334,8960
11,20,0.79,105,0.75,0.25,1,94,2,4160,8960
11,9,0.99,19,1.01,0.50,2,133,2,2494,6534
13,12,0.89,34,0.76,0.25,2,141,2,4160,8960
13,12,0.96,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.41,41,0.75,0.25,2,143,2,4160,8960
13,14,1.42,41,0.75,0.25,2,143,2,4160,8960
13,9,1.02,21,0.77,0.50,2,149,2,2496,6469
14,10,1.12,22,0.77,0.50,2,142,2,2496,6470
15,8,0.74,24,1.05,0.25,2,151,2,4160,8960
12,9,0.81,29,0.93,0.50,1,135,2,2303,6464
11,12,0.77,45,0.99,0.25,1,80,2,4334,8960
13,16,0.98,69,0.75,0.25,2,135,2,4160,8960
14,10,0.78,29,0.99,0.25,2,141,2,4129,8948
13,11,0.77,31,0.86,0.25,2,140,2,4160,8960
13,13,1.07,38,0.75,0.25,2,142,2,4160,8960
13,14,1.30,41,0.75,0.25,2,143,2,4160,8960
13,14,1.10,39,0.75,0.25,2,143,2,4160,8960
13,14,1.33,38,0.75,0.25,2,143,2,4160,8960
11,9,0.81,43,1.31,0.50,2,126,2,2155,6464
11,9,1.13,19,0.92,0.50,2,131,2,2496,6500
15,8,1.00,25,1.12,0.25,2,152,2,4160,8960
12,9,0.81,43,1.32,0.50,2,124,2,2155,6464
13,12,1.05,52,0.83,0.25,2,128,2,4176,8960
11,19,0.88,103,0.75,0.25,1,96,2,4160,8960
10,9,0.76,28,0.98,0.50,2,115,2,2354,6541
13,12,1.05,35,0.75,0.25,2,141,2,4160,8960
13,12,1.05,35,0.75,0.25,2,141,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.09,39,0.75,0.25,2,143,2,4160,8960
13,14,1.11,39,0.75,0.25,2,143,2,4160,8960
12,9,0.81,43,1.31,0.50,2,127,2,2157,6464
13,9,1.13,19,0.92,0.50,2,131,2,2496,6497
15,8,1.06,24,1.05,0.25,2,152,2,4160,8960
12,9,0.81,29,0.94,0.50,2,135,2,2316,6464
13,13,1.14,55,0.83,0.25,2,119,2,4174,8960
13,14,1.51,42,0.75,0.25,2,143,2,4160,8960
15,10,0.74,29,0.98,0.25,2,141,2,4158,8952
13,12,0.93,33,0.89,0.25,2,140,2,4160,8960
13,13,1.06,39,0.75,0.25,2,142,2,4160,8960
13,14,1.41,41,0.75,0.25,2,143,2,4160,8960
13,14,1.08,38,0.75,0.25,2,142,2,4160,8960
13,13,1.21,38,0.75,0.25,2,142,2,4160,8960
12,9,0.81,38,1.26,0.50,1,126,2,2185,6464
11,9,1.06,19,1.00,0.50,2,129,2,2495,6522
15,8,0.85,25,1.09,0.25,2,155,2,4160,8960
1,1,0.00,3,1.50,0.50,1,0,0,2496,6976
1,1,,3,1.01,0.50,1,3,0,538,6942
1,2,,6,1.50,0.50,1,2,0,2496,6976
1,2,0.09,6,1.50,0.50,1,2,0,2496,6976
2,3,,9,1.23,0.50,1,5,0,947,5073
4,1,0.09,4,1.14,0.50,1,18,0,696,2317
2,2,0.13,8,0.85,0.50,1,17,0,2496,6976
2,3,0.14,12,0.84,0.50,1,19,0,2496,6976
2,4,0.14,14,0.75,0.50,1,20,0,2496,6976
3,5,0.15,17,0.75,0.50,1,29,0,3011,6975
2,5,,13,0.95,0.50,1,9,0,3665,6976
2,7,0.15,24,0.95,0.50,1,20,0,2496,6976
3,1,0.09,1,0.75,0.25,1,31,0,4480,8960
3,2,0.13,3,0.75,0.25,1,32,0,4480,8960
3,3,0.13,7,0.75,0.25,1,32,0,4480,8960
3,3,0.07,19,0.75,0.25,1,34,0,4480,8960
3,5,0.19,27,0.77,0.25,1,43,0,3547,8960
4,1,0.08,6,1.50,0.25,1,45,0,4480,8960
4,2,0.13,9,1.50,0.25,1,46,0,4480,8960
9,1,0.00,1,1.50,0.50,1,52,0,2112,6720
9,2,0.09,3,1.50,0.50,1,53,0,2112,6720
9,3,0.14,6,1.50,0.50,1,54,0,2112,6509
12,4,0.08,16,1.10,0.50,1,60,0,2496,6720
10,2,0.00,1,1.50,0.25,1,61,0,4480,8960
10,2,0.04,4,1.50,0.25,1,62,0,4480,8960
10,3,0.08,8,1.50,0.25,1,62,0,4480,8960
11,4,0.11,15,1.42,0.25,1,65,0,4160,8960
11,1,0.00,5,0.75,0.25,1,71,0,4160,8960
11,2,0.04,5,0.75,0.25,1,73,0,4160,8960
11,3,0.06,10,0.75,0.25,1,73,0,4160,8960
11,4,0.07,12,0.75,0.25,1,74,0,4160,8960
11,5,0.08,12,0.75,0.25,1,74,0,4160,8960
11,5,0.09,15,0.75,0.25,1,76,0,4160,8960
4,6,,15,1.36,0.38,1,38,0,2975,8251
11,8,0.14,21,0.75,0.25,1,79,0,4160,8960
11,9,0.16,27,0.75,0.25,1,79,0,4160,8960
11,9,0.17,27,0.75,0.25,1,79,0,4160,8960
4,1,,5,0.90,0.50,1,38,0,2293,3358
11,2,0.04,2,0.75,0.50,1,95,0,2496,6720
7,3,0.10,5,0.81,0.50,1,99,0,2496,6464
5,3,,6,0.78,0.50,1,63,0,2496,6826
12,5,0.11,18,0.79,0.50,1,109,0,2799,6464
12,6,0.17,23,0.75,0.50,1,99,0,2496,6720
8,1,0.00,2,0.85,0.50,1,103,0,2496,6464
9,2,0.16,3,1.21,0.50,2,107,0,2496,6720
8,1,0.05,1,1.50,0.25,2,115,0,4160,8960
7,1,0.03,1,1.25,0.25,2,116,0,4160,8960
7,2,0.08,2,0.75,0.25,2,117,0,4160,8960
7,3,0.13,6,0.75,0.25,2,118,0,4160,8960
8,1,0.00,0,0.75,0.50,2,124,0,2496,6720
8,2,0.18,3,0.75,0.50,2,125,0,2496,6720
7,2,,4,1.13,0.28,2,3,0,4056,7849
4,3,,3,0.76,0.44,1,124,0,2982,7894
11,3,0.10,5,0.76,0.25,2,131,0,4480,8960
11,4,0.12,7,0.77,0.25,2,130,0,4480,8960
13,3,0.14,10,0.96,0.25,2,142,0,4160,8960
4,2,,3,0.79,0.50,1,115,0,2496,6976
14,2,0.03,3,0.75,0.50,2,146,0,2496,6465
14,4,0.17,6,0.75,0.50,2,143,0,2496,6720
6,1,,2,1.50,0.30,2,77,0,3525,7503
12,2,0.15,3,1.29,0.25,2,155,0,4160,8960
9,1,,2,1.50,0.50,2,24,0,2496,6964
13,1,,2,1.50,0.50,2,42,0,2496,6802
1,1,0.00,5,1.50,0.50,1,1,0,2496,6976
1,3,,5,1.34,0.50,1,3,0,2078,6945
1,1,,2,1.50,0.50,1,0,0,2496,6976
2,4,0.13,12,0.99,0.50,1,19,0,2496,6976
2,2,,5,1.41,0.50,1,4,0,959,6349
8,2,0.09,4,1.21,0.50,1,37,0,1343,5291
2,3,0.14,13,0.75,0.50,1,19,0,2496,6976
2,4,0.14,14,0.75,0.50,1,19,0,2496,6976
1,4,0.13,8,1.15,0.50,1,15,0,2496,6976
2,4,0.14,16,0.75,0.50,1,20,0,2690,6976
1,5,,12,1.18,0.50,1,4,0,3324,6976
2,6,0.13,20,1.20,0.50,1,14,0,2496,6976
3,2,0.12,2,0.75,0.25,1,32,0,4480,8960
3,3,0.13,3,0.75,0.25,1,32,0,4480,8960
4,2,0.13,8,1.17,0.25,1,44,0,4480,8960
3,2,0.07,15,0.75,0.25,1,33,0,4480,8960
10,4,0.16,21,1.10,0.25,1,64,0,3816,8960
3,1,0.11,0,0.97,0.25,1,39,0,4480,8960
4,1,0.12,8,1.50,0.25,1,45,0,4480,8960
9,1,0.06,3,1.50,0.50,1,53,0,2112,6720
9,3,0.11,3,1.50,0.50,1,53,0,2112,6669
9,2,0.13,4,1.50,0.50,1,54,0,2112,6580
12,5,0.17,16,1.00,0.50,1,68,0,2496,6720
10,2,0.03,3,1.50,0.25,1,62,0,4480,8960
10,2,0.01,3,1.50,0.25,1,62,0,4480,8960
5,3,0.08,8,1.50,0.25,1,47,0,4480,8960
11,4,0.09,14,1.30,0.25,1,68,0,4160,8960
11,2,0.04,9,0.75,0.25,1,72,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,3,0.05,10,0.75,0.25,1,73,0,4160,8960
11,3,0.06,9,0.75,0.25,1,74,0,4160,8960
11,6,0.09,21,0.75,0.25,1,77,0,4160,8960
11,9,0.12,25,0.75,0.25,1,78,0,4160,8960
2,4,,14,1.45,0.43,1,31,0,2883,7739
11,6,0.10,19,0.75,0.25,1,76,0,4160,8960
11,7,0.15,27,0.75,0.25,1,78,0,4160,8960
11,8,0.14,22,0.75,0.25,1,79,0,4160,8960
3,4,,8,1.19,0.50,1,11,0,2400,6705
10,2,0.03,1,0.75,0.50,1,97,0,2496,6720
6,2,0.07,3,1.03,0.50,2,109,0,2496,6464
4,4,,7,0.88,0.50,1,41,0,2496,6926
12,4,0.11,16,0.84,0.50,1,122,0,2681,6464
12,5,0.17,14,0.75,0.50,1,98,0,2496,6720
13,1,0.01,2,0.77,0.50,2,139,0,2496,6464
9,2,0.16,2,1.04,0.50,2,104,0,2496,6720
7,2,0.12,6,1.16,0.25,2,117,0,4160,8960
9,2,0.07,1,1.38,0.25,2,117,0,4160,8960
11,3,0.09,9,0.75,0.25,2,119,0,4160,8960
7,3,0.12,6,0.75,0.25,2,118,0,4160,8960
8,1,0.01,0,0.75,0.50,2,124,0,2496,6720
8,1,0.08,1,0.75,0.50,2,124,0,2496,6720
7,2,,3,1.31,0.43,1,1,0,3376,7267
3,4,,11,1.04,0.48,1,38,0,2747,7860
11,2,0.10,6,0.84,0.25,2,124,0,4480,8960
6,4,0.13,7,0.98,0.25,2,105,0,4480,8960
8,2,0.00,9,0.75,0.25,2,120,0,4160,8960
2,2,,3,1.36,0.50,1,99,0,2496,6976
11,2,0.16,3,0.88,0.50,2,145,0,2496,6553
13,3,0.17,7,0.75,0.50,2,135,0,2496,6720
1,1,,2,1.50,0.46,1,53,0,3027,7426
12,3,0.15,10,1.00,0.25,2,151,0,4160,8960
3,1,,2,1.50,0.50,1,21,0,2496,6971
6,2,,4,1.50,0.50,1,20,0,2496,6968
1,2,0.00,5,1.50,0.50,1,1,0,2496,6976
1,1,,3,1.03,0.50,1,2,0,1547,6971
1,5,,9,1.50,0.50,1,4,0,2496,6976
2,2,0.12,9,1.21,0.50,1,17,0,2496,6976
1,2,,7,1.31,0.50,1,2,0,1310,5470
8,2,0.10,5,1.31,0.50,1,49,0,1213,5810
2,3,0.14,12,0.75,0.50,1,19,0,2496,6976
2,3,0.14,13,0.75,0.50,1,19,0,2496,6976
2,4,0.14,13,0.86,0.50,1,19,0,2496,6976
2,4,0.15,16,0.75,0.50,1,51,0,2854,6965
1,4,,10,1.25,0.50,1,7,0,3001,6976
2,6,0.15,21,0.99,0.50,1,20,0,2496,6976
3,3,0.12,2,0.75,0.25,1,32,0,4480,8960
3,2,0.13,3,0.75,0.25,1,32,0,4480,8960
3,3,0.13,5,0.75,0.25,1,32,0,4480,8960
3,2,0.05,15,0.75,0.25,1,33,0,4480,8960
3,5,0.19,25,0.75,0.25,1,47,0,3649,8960
4,2,0.08,9,1.50,0.25,1,46,0,4480,8960
4,2,0.11,8,1.50,0.25,1,47,0,4480,8960
9,1,0.06,3,1.50,0.50,1,52,0,2112,6720
9,1,0.06,3,1.50,0.50,1,53,0,2112,6720
9,2,0.12,4,1.50,0.50,1,54,0,2112,6560
12,4,0.11,15,0.82,0.50,1,77,0,2496,6720
10,2,0.03,2,1.50,0.25,1,62,0,4480,8960
10,2,0.04,4,1.50,0.25,1,62,0,4480,8960
10,2,0.06,6,1.50,0.25,1,62,0,4480,8960
11,3,0.04,13,0.97,0.25,1,68,0,4160,8960
11,1,0.00,8,0.75,0.25,1,71,0,4160,8960
11,3,0.06,7,0.75,0.25,1,74,0,4160,8960
11,3,0.06,10,0.75,0.25,1,73,0,4160,8960
11,4,0.07,11,0.75,0.25,1,74,0,4160,8960
11,4,0.07,10,0.75,0.25,1,74,0,4160,8960
11,4,0.08,13,0.75,0.25,1,75,0,4160,8960
3,6,,11,1.49,0.48,1,22,0,2640,7974
11,7,0.10,20,0.75,0.25,1,78,0,4160,8960
11,8,0.15,27,0.75,0.25,1,78,0,4160,8960
11,8,0.16,27,0.75,0.25,1,78,0,4160,8960
3,1,,4,0.98,0.50,1,11,0,2355,4025
12,5,0.14,10,0.75,0.50,1,96,0,2496,6720
13,2,0.08,4,0.80,0.50,1,121,0,2496,6464
3,5,,9,1.08,0.50,1,43,0,2496,6909
12,5,0.11,17,0.76,0.50,1,104,0,2713,6464
12,6,0.17,20,0.75,0.50,1,98,0,2496,6720
10,1,0.00,3,0.80,0.50,1,101,0,2496,6464
8,2,0.13,0,0.88,0.50,2,119,0,2496,6720
9,2,0.06,1,1.43,0.25,2,116,0,4160,8960
7,2,0.05,1,0.89,0.25,2,116,0,4160,8960
9,2,0.07,1,1.36,0.25,2,117,0,4160,8960
7,3,0.12,6,0.75,0.25,2,118,0,4160,8960
8,1,0.02,0,0.75,0.50,2,124,0,2496,6720
8,2,0.18,3,0.75,0.50,2,125,0,2496,6720
3,2,,4,1.17,0.36,2,1,0,3050,7741
2,3,,4,0.78,0.48,1,118,0,2915,7312
9,3,0.11,6,0.78,0.25,1,125,0,4480,8960
8,4,0.12,7,0.99,0.25,2,108,0,4480,8960
7,3,0.11,9,0.75,0.25,2,120,0,4160,8960
2,3,,7,1.07,0.50,1,84,0,2496,6976
13,2,0.08,4,0.75,0.50,2,144,0,2496,6465
12,2,0.17,5,0.75,0.50,2,141,0,2496,6720
4,2,,7,1.50,0.33,1,17,0,3006,7083
13,4,0.15,7,1.01,0.25,2,150,0,4160,8960
1,1,,2,1.50,0.50,1,7,0,2496,6972
5,2,,9,1.50,0.50,1,36,0,2496,6879
1,4,0.08,6,1.50,0.50,1,3,0,2496,6976
1,4,,6,1.42,0.50,1,3,0,2144,6970
1,2,,4,1.50,0.50,1,1,0,2496,6976
2,4,0.13,12,0.88,0.50,1,19,0,2496,6976
1,2,,5,1.43,0.50,1,3,0,1070,6777
9,3,0.05,8,1.41,0.50,1,55,0,2112,6217
2,3,0.14,13,0.75,0.50,1,20,0,2496,6976
2,4,0.14,14,0.75,0.50,1,19,0,2496,6976
1,4,0.13,10,1.24,0.50,1,15,0,2496,6976
2,4,0.14,16,0.75,0.50,1,20,0,2675,6976
1,5,,11,1.33,0.50,1,4,0,2813,6976
2,5,0.14,20,1.15,0.50,1,16,0,2496,6976
3,3,0.12,5,0.75,0.25,1,32,0,4480,8960
3,2,0.10,3,0.88,0.25,1,34,0,4480,8960
4,1,0.12,4,1.35,0.25,1,44,0,4480,8960
3,2,0.13,13,0.80,0.25,1,43,0,4480,8960
7,4,0.17,21,1.05,0.25,1,57,0,3854,8960
3,1,0.11,1,0.89,0.25,1,37,0,4480,8960
4,2,0.09,8,1.30,0.25,1,44,0,4480,8960
9,1,0.06,3,1.50,0.50,1,53,0,2112,6715
9,2,0.09,3,1.50,0.50,1,53,0,2112,6708
9,2,0.13,4,1.50,0.50,1,54,0,2112,6598
12,5,0.16,17,0.82,0.50,1,81,0,2496,6720
10,2,0.03,3,1.50,0.25,1,62,0,4480,8960
10,3,0.07,6,1.50,0.25,1,62,0,4480,8960
4,2,0.10,9,1.50,0.25,1,46,0,4480,8960
