FH,SH,TH,DY,Fb,OH,UP,DK,DJ,class
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.39048,0.99913,-1,0.979023,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682408,0.999576,-0.547406,0.994269,1
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.930202,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.678617,0.999417,-0.547406,0.961877,1
-1,-0.142857,-1,-1,-0.985309,-0.591713,-1,0.976194,0.89876,1
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.272588,0.786538,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.387877,0.999062,-1,0.988326,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.440138,-1,0.997205,0.996157,1
-0.714286,-0.894737,-0.8,-0.833333,-0.988095,-0.358084,0.963689,0.787323,0.774767,0
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.783425,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680104,0.999851,-0.54929,0.998121,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.330844,-1,0.87176,0.836591,1
-0.142857,-0.894737,-1,-1,-0.997449,-0.938453,-1,0.996014,0.99223,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.460116,0.99958,-1,0.99911,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684505,0.999436,-0.547406,0.911472,1
-1,-0.714286,-0.25,-0.25,-0.979014,-0.485499,0.993702,-1,0.96308,1
-0.6,-0.428571,-0.75,-0.75,-0.979014,-0.58087,0.402704,0.977379,0.69312,0
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.088307,0.958978,-1,0.928595,1
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.865283,0.517233,0.898181,0.766283,0
0.2,-0.142857,-0.75,-0.75,-0.993704,-0.412537,0.980751,1,0.993278,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682839,0.993175,-0.547406,0.990963,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.6773,0.999567,-0.547406,0.99391,1
-0.714286,-0.684211,-1,-1,-0.996599,-0.968664,-1,0.963171,0.954381,1
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.584849,-0.21142,0.991939,0.925958,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.68263,0.998942,-0.547406,0.98868,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.610431,0.928482,-1,0.909464,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.389188,0.951827,-0.549581,0.925881,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.95354,0.060199,0.802634,1
0.2,-1,-0.25,-0.25,-0.989507,-0.674564,0.997175,-1,0.9375,1
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.568042,0.005779,0.991288,0.784576,1
-0.714286,-0.684211,-1,-1,-0.996599,0.071046,-1,0.994505,0.988798,1
-1,-0.894737,-0.4,-0.5,-0.994898,-0.164335,0.998914,0.915079,0.992866,1
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.29981,0.999741,0.986025,0.99864,1
-1,-0.894737,-1,-1,-0.997449,-0.370761,-1,0.971141,0.952789,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,0.998641,0.936998,0.181425,0
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782279,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.387877,0.999062,-1,0.992297,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.901887,1
0.142857,-1,-1,-0.833333,-0.895408,-0.904059,0.597204,0.160725,0.720764,0
0.2,-0.142857,-0.75,-0.5,-0.437566,-0.313005,0.653183,0.571044,-0.046708,0
-1,-0.789474,0.4,0.166667,-0.991497,-0.248734,0.994622,-1,0.990174,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683418,0.999109,-0.551174,0.994031,1
-1,-0.789474,-1,-1,-0.997449,0.276151,-1,0.999756,0.999516,1
-1,-0.428571,-0.5,-0.5,-0.989507,-0.258567,0.834956,-1,0.476441,0
-0.142857,-0.578947,-0.6,-0.5,-0.886905,-0.865283,0.517233,0.898181,0.760364,0
-1,-0.428571,-1,-1,-0.993704,0.000085,-1,0.575209,-0.327764,0
0.142857,-1,-1,-0.833333,-0.895408,-0.9007,0.597204,0.713538,0.859619,1
0.428571,-0.894737,-1,-1,-0.990646,-0.512864,-1,0.977988,0.95705,1
-0.428571,-0.473684,-0.2,-0.333333,-0.886905,-0.812486,0.479873,0.942899,0.786709,1
-0.142857,-0.894737,-0.6,-0.666667,-0.997449,-0.381916,0.980448,0.901465,0.960558,1
-1,-0.789474,-1,-1,-0.997449,0.299522,-1,0.999455,0.998756,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.676502,0.999741,-0.547406,0.998127,1
-1,-0.894737,-1,-1,-0.995748,-0.654786,-1,0.997724,0.992907,1
-1,-0.789474,-1,-1,-0.995748,-0.372017,-1,0.964997,0.957674,1
-1,-0.578947,-0.8,-0.666667,-0.995748,0.543597,0.691437,0.757445,0.633952,0
-1,-0.714286,-0.5,-0.5,-0.991606,-0.594387,0.985035,-1,0.949763,1
-1,-0.789474,-1,-1,-0.997449,-0.401728,-1,0.999259,0.99659,1
-0.714286,-0.578947,-1,-1,-0.997449,-0.415093,-1,0.997048,0.996202,1
-0.6,-0.142857,0.5,0.5,-0.985309,-0.415899,0.97782,-1,0.865008,1
-0.142857,-0.894737,-0.8,-0.666667,-0.998299,-0.350248,0.999643,0.999321,0.998842,1
-0.142857,-1,-0.8,-0.833333,-0.997449,-0.649612,0.955985,0.998321,0.990742,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.059535,0.992352,0.44198,0.999295,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.605372,0.996575,-1,0.994586,1
-0.428571,-1,-0.8,-0.833333,-0.995748,0.144596,0.692439,0.999398,0.99319,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.456225,0.60177,0.998334,0.997736,1
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.295532,0.968644,0.371448,0.581664,0
-0.2,-1,-1,-1,-0.993704,-0.899142,-1,0.869442,0.581596,0
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547846,-0.777775,0.946365,0.765318,0
-1,-0.714286,-1,-1,-0.985309,-0.687141,-1,0.573819,-0.349645,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.390713,0.983521,-1,0.960668,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.669765,0.999641,-0.54929,0.983128,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.455854,0.999644,-1,0.999166,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681029,0.999339,-0.547406,0.993308,1
0.6,-0.428571,-0.5,-0.5,-0.991606,-0.341767,0.983423,0.972817,0.936368,1
-1,0.142857,-0.25,-0.25,-0.989507,-0.411065,0.981502,-0.424718,0.967591,1
0.2,-0.142857,-0.75,-0.5,-0.412382,-0.351005,0.744612,0.410208,0.020949,0
-1,-0.428571,-1,-1,-0.993704,0.042195,-1,0.821745,0.4401,0
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.382337,0.98204,-1,0.952821,1
-0.142857,-1,-1,-1,-0.991497,-0.319357,-1,0.965346,0.945432,1
-1,-0.428571,-0.5,-0.5,-0.989507,-0.257256,0.86339,-1,0.568906,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.42052,0.998361,-1,0.992,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.78017,0
-1,-0.894737,-1,-1,-0.997449,-0.92475,-1,0.994979,0.937768,1
0.2,-0.714286,0,0,-0.995803,-0.257339,0.940502,-1,0.803825,1
-0.714286,-0.789474,0,-0.166667,-0.994048,-0.340804,0.976777,-1,0.969433,1
-0.428571,-0.789474,-0.4,-0.5,-0.998299,-0.368042,0.998514,-0.777773,0.99316,1
-0.714286,-0.789474,-0.6,-0.666667,-0.991497,-0.223838,0.978501,0.352271,0.954225,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.677951,0.99975,-0.547406,0.997742,1
-0.428571,-1,-1,-0.833333,-0.977041,-0.491619,0.447397,0.934109,0.920266,1
-0.142857,-1,-1,-1,-0.991497,-0.32194,-1,0.970556,0.959861,1
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.247909,0.921381,0.994794,0.982683,1
-0.714286,-0.684211,-0.4,-0.5,-0.991497,-0.440966,0.979238,0.491086,0.935561,1
-1,-0.789474,-1,-1,-0.997449,0.285731,-1,0.999338,0.998401,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.69254,0.999093,-0.547406,0.988951,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681166,0.999476,-0.547406,0.993212,1
-1,0.714286,0.5,0.5,-0.951731,-0.201929,0.857255,-1,0.546557,0
-1,-0.684211,-0.6,-0.666667,-0.997449,0.352901,0.951179,-0.553166,0.933271,1
-1,-0.789474,-1,-1,-0.997449,0.237351,-1,0.953343,0.927286,1
0.2,-0.714286,0,0,-0.995803,-0.074272,0.901021,-1,0.689891,0
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.933827,1
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.302312,0.913338,0.504272,-0.370843,0
-0.2,-1,-1,-1,-0.993704,-0.901418,-1,0.967725,0.87261,1
-1,-0.789474,-0.6,-0.666667,-0.995748,0.02374,0.67769,-1,0.604549,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.422674,0.998394,-1,0.990928,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.678518,0.999511,-0.547406,0.992855,1
-0.714286,-0.894737,-0.8,-0.833333,-0.994048,-0.578677,-0.113623,0.989379,0.938384,1
-1,-0.789474,-1,-1,-0.997449,0.285044,-1,0.999564,0.998965,1
-0.142857,-0.789474,-1,-1,-0.995748,-0.301934,-1,0.991648,0.984037,1
-1,-0.142857,-0.25,-0.25,-1,0.25836,0.99815,-1,0.997903,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.953479,0.060199,0.830386,1
-0.142857,-0.789474,-1,-1,-0.988946,0.087078,-1,0.808839,0.765126,0
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547846,-0.777775,0.946365,0.763664,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.390713,0.983521,-1,0.968937,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685249,0.999634,-0.547406,0.996169,1
-1,-0.578947,-0.4,-0.5,-0.998299,-0.294743,0.998989,0.907438,0.99409,1
-0.142857,-1,-1,-0.666667,-0.998299,-0.705562,0.287576,-0.291983,0.861074,1
-1,-0.789474,-0.6,-0.666667,-0.997449,0.455904,0.9996,-1,0.999119,1
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.773092,0
0.2,-1,-0.75,-0.75,-0.993704,-0.687163,0.999624,0.39457,0.952288,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679536,0.999486,-0.547406,0.985319,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.058402,0.999223,-1,0.997512,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.426678,0.990134,0.365985,-0.029606,0
0.2,-1,-0.75,-0.75,-0.993704,-0.687568,0.999765,0.638704,0.966226,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.071606,0.999497,-1,0.99931,1
-0.142857,-0.789474,-1,-1,-0.996599,-0.336614,-1,0.986722,0.976675,1
-0.142857,-0.894737,-0.8,-0.666667,-0.998299,-0.352726,0.999532,0.996683,0.98929,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684505,0.999436,-0.547406,0.924227,1
-1,-0.789474,-1,-1,-0.997449,0.286838,-1,0.999612,0.999125,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.953295,0.060199,0.77536,0
0.6,-0.428571,-0.5,-0.5,-0.991606,-0.341767,0.983423,0.972817,0.93637,1
-0.714286,-0.894737,-0.6,-0.666667,-0.986395,-0.610257,0.994623,-1,0.992913,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.391761,0.95382,-0.561375,0.906941,1
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.175389,0.979897,0.357214,-0.363948,0
-0.142857,-0.578947,-0.8,-0.833333,-0.998299,-0.202627,0.923974,0.99503,0.95281,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.0098,0.984241,-1,0.97994,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684486,0.999894,-0.570057,0.998763,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684452,0.999144,-0.547406,0.978186,1
-0.714286,-0.894737,-0.8,-0.833333,-0.989796,-0.362383,0.94161,0.486677,0.480965,0
-1,-0.789474,0.4,0.166667,-0.991497,-0.249004,0.994622,-1,0.990168,1
0.2,-1,-0.75,-0.75,-0.993704,-0.686948,0.999736,0.349593,0.911684,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.782535,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.380436,0.950921,-0.562939,0.919288,1
-1,-0.428571,-0.5,-0.5,-1,-0.325971,0.998474,-1,0.996323,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.502615,0.998631,0.461287,0.616449,0
-1,-0.142857,-0.25,-0.25,-0.983211,-0.509479,0.997563,-1,0.973681,1
0.2,-0.714286,0,0,-0.995803,-0.093574,0.924613,-1,0.75813,0
-1,-0.142857,-0.25,-0.25,-1,0.268819,0.998445,-1,0.998397,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.686293,0.999148,-0.547406,0.973992,1
-0.142857,-0.789474,-1,-1,-0.995748,-0.269008,-1,0.994724,0.988943,1
-1,-0.684211,-0.4,-0.5,-0.994048,-0.240276,0.999223,-1,0.997993,1
0.2,-0.714286,-0.5,-0.5,-0.991606,-0.423355,0.980015,0.970055,0.914883,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679047,0.9995,-0.547406,0.752416,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.679446,0.999876,-0.547406,0.998609,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681625,0.998999,-0.547406,0.991955,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.395202,0.999228,-1,0.99604,1
0.2,-0.714286,-0.5,-0.5,-0.991606,-0.423355,0.980015,0.970055,0.926475,1
-1,-0.789474,-1,-1,-0.997449,0.219754,-1,0.967786,0.939917,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.681037,0.99951,-0.547406,0.989554,1
0.142857,-1,-1,-0.833333,-0.895408,-0.903752,0.597204,0.254627,0.681962,0
0.6,-0.142857,-0.25,-0.25,-0.991606,-0.301461,0.983422,0.972817,0.932074,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.674802,0.999805,-0.547406,0.996454,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.686293,0.999148,-0.547406,0.993088,1
-0.428571,-1,-0.6,-0.666667,-0.993197,-0.187877,0.996942,-1,0.992526,1
-1,-0.142857,-0.25,-0.25,-0.979014,-0.455516,0.994638,-1,0.933274,1
-0.6,-0.714286,-0.75,-0.75,-0.993704,-0.699883,0.994226,0.749787,0.424796,0
-0.714286,-0.684211,-1,-1,-0.997449,-0.939065,-1,0.997892,0.994408,1
0.2,-0.714286,0,0,-0.993704,-0.464357,0.936759,-1,0.784655,1
-0.142857,-0.789474,-1,-1,-0.995748,-0.301934,-1,0.991648,0.982286,1
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.266194,0.911516,1
-1,-0.789474,-0.6,-0.666667,-0.990646,-0.433819,0.995084,-1,0.988481,1
-1,-0.142857,-0.25,-0.25,-0.979014,-0.452393,0.994905,-1,0.945728,1
-1,-0.684211,-0.6,-0.666667,-0.994048,-0.350872,0.968053,-0.272588,0.856912,1
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.955176,1
-1,-0.263158,-0.6,-0.666667,-0.995748,-0.390084,0.97941,0.786202,0.974387,1
-1,-0.789474,0.4,0.166667,-0.991497,-0.251234,0.994622,-1,0.990169,1
-0.714286,-0.789474,0,-0.166667,-0.991497,-0.31727,0.972085,-1,0.962396,1
-0.142857,-1,-1,-0.666667,-0.997449,-0.713074,0.28685,-0.312453,0.89448,1
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.548971,-0.777775,0.946365,0.771403,0
-0.142857,-0.894737,-1,-1,-0.995748,-0.235481,-1,0.978943,0.941952,1
-1,-0.428571,-1,-1,-0.993704,-0.004844,-1,0.632237,-0.155881,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.427859,0.99911,-1,0.995173,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.416007,0.241763,-1,0.095165,0
-1,-0.789474,0.4,0.166667,-0.991497,-0.25315,0.994592,-1,0.991226,1
-1,0.142857,0,0,-0.981112,-0.427985,0.943913,-1,0.546992,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.682116,0.999736,-0.547406,0.997424,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.272388,0.980271,-1,0.977142,1
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.675733,0.99524,0.562019,0.819584,1
-0.714286,-0.684211,-1,-1,-0.996599,-0.800122,-1,0.93819,0.923776,1
-1,0.714286,0.5,0.5,-0.951731,-0.417665,0.794,-1,0.344591,0
0.2,-0.714286,-0.75,-0.75,-0.987408,-0.183372,0.986987,0.868902,0.821276,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.425802,0.982385,-1,0.96784,1
-0.6,-0.142857,-0.75,-0.75,-0.979014,-0.547846,-0.777775,0.946365,0.761787,0
-0.714286,-0.684211,-1,-1,-0.996599,-0.785332,-1,0.947245,0.934917,1
-0.6,-0.428571,-0.75,-0.75,-0.991606,-0.394975,0.998107,0.429556,0.538666,0
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.169905,0.921131,0.993384,0.971976,1
-0.142857,-0.578947,-0.8,-0.833333,-0.998299,-0.209548,0.922453,0.994985,0.981195,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683663,0.999383,-0.547406,0.993314,1
-0.142857,-0.789474,-1,-1,-0.993197,-0.173373,-1,0.494701,0.389781,0
-0.714286,-0.789474,-0.6,-0.666667,-0.993197,-0.503591,0.978983,-0.22126,0.955183,1
-1,-0.789474,-1,-1,-0.997449,0.285903,-1,0.999672,0.99929,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,0.285763,0.982135,-1,0.978223,1
0.2,-0.714286,0,0,-0.995803,0.461825,0.887911,-1,0.653514,0
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.684499,0.999343,-0.547406,0.992607,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.016205,0.844194,-1,0.780267,0
0.2,-0.142857,-0.75,-0.5,1,-0.344788,0.581114,0.529537,-0.277301,0
-1,-0.789474,-1,-1,-0.997449,0.281127,-1,0.99952,0.998807,1
-1,-0.714286,-1,-1,-0.985309,-0.537248,-1,0.999307,0.985664,1
-1,-0.714286,-1,-1,-0.985309,-0.688623,-1,0.562384,-0.38448,0
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.164786,0.999161,-1,0.996661,1
-1,-0.684211,-1,-1,-0.990646,-0.787147,-1,0.963825,0.910826,1
0.2,-0.142857,-0.75,-0.75,-0.987408,-0.375576,0.97828,0.952753,0.942657,1
-1,-0.789474,-1,-1,-0.997449,0.282728,-1,0.999377,0.998362,1
-1,-0.894737,-0.4,-0.5,-0.994898,-0.168075,0.998808,0.912596,0.994693,1
-0.714286,-0.894737,-0.6,-0.666667,-0.995748,-0.598704,0.995994,-1,0.994695,1
-0.2,-1,-1,-1,-0.993704,-0.898356,-1,0.944129,0.81737,1
-0.714286,-0.894737,-0.6,-0.666667,-0.989796,-0.597556,0.999706,-1,0.999487,1
-0.714286,-0.789474,0.2,0,-0.989796,-0.307047,0.967758,-1,0.958047,1
-1,-0.578947,-1,-1,-0.996599,-0.108401,0.63705,0.993457,0.987672,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.784715,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.490405,0.992422,-1,0.989919,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.690237,0.99906,-0.571941,0.991274,1
-1,-0.714286,-0.25,-0.25,-0.979014,-0.469107,0.995286,-1,0.948406,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.460105,-1,0.999341,0.998418,1
-1,-0.894737,0.2,0,-0.991497,-0.304839,0.995273,-1,0.991327,1
0.714286,-0.263158,-0.6,-0.5,-0.863946,-0.862246,0.492069,0.976122,0.897465,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683848,0.998907,-0.547406,0.988938,1
-0.714286,-0.684211,-1,-1,-0.996599,-0.836657,-1,0.939337,0.92517,1
0.2,-0.142857,0.5,0.5,-0.993704,-0.850662,0.866527,-1,0.499591,0
-1,-0.789474,-0.6,-0.666667,-0.995748,-0.051534,0.556508,-1,0.460473,0
-1,-0.428571,-0.5,-0.5,-0.989507,-0.251134,0.955354,-1,0.857575,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.394378,0.981526,-1,0.9724,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.685044,0.999684,-0.547406,0.997699,1
-0.142857,-0.789474,-1,-1,-0.995748,-0.26804,-1,0.994231,0.974776,1
-0.714286,-0.894737,-0.8,-0.833333,-0.989796,-0.343565,0.94962,0.512183,0.529914,0
0.2,-0.142857,-0.5,-0.5,-0.720881,-0.37214,0.985068,0.443649,0.395332,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.430202,0.999061,-1,0.995051,1
-1,-0.428571,-1,-1,-0.989507,-0.094293,-1,0.980421,0.931776,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.784574,1
-1,-0.142857,-0.25,-0.25,-0.979014,-0.452393,0.994905,-1,0.956091,1
-1,0.714286,0.5,0.5,-0.951731,-0.373877,0.86634,-1,0.563261,0
-0.714286,-0.789474,-0.8,-0.833333,-0.988946,-0.370346,0.982319,0.641911,0.972665,1
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.668317,0.994426,0.658482,0.753816,0
-0.6,-0.714286,0,0,-0.972718,-0.517502,0.994308,-1,0.960414,1
-0.142857,-1,-1,-0.666667,-0.997449,-0.713074,0.28685,-0.312453,0.878133,1
-0.714286,-0.894737,-0.6,-0.666667,-0.990646,-0.609209,0.994641,-1,0.992088,1
-0.6,-0.428571,-1,-1,-0.979014,-0.59705,-1,0.946365,0.779136,0
-0.142857,-0.894737,-1,-1,-0.995748,-0.235481,-1,0.978943,0.951271,1
-0.714286,-0.894737,-0.6,-0.666667,-0.988946,-0.488665,0.980224,-1,0.973868,1
0.2,-0.428571,-0.25,-0.25,-1,-0.378508,0.994453,-0.77773,0.957378,1
-0.2,-1,-1,-1,-0.993704,-0.900613,-1,0.927322,0.722408,0
-0.142857,-0.894737,-1,-1,-0.997449,-0.93929,0.685153,0.998788,0.992812,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683555,0.998792,-0.547406,0.991231,1
-0.2,-0.714286,-0.75,-0.75,-0.987408,-0.431017,0.688738,0.352,-1,0
0.2,-0.142857,-0.5,-0.5,-0.932844,-0.37759,0.883465,0.517244,-0.09819,0
-1,-0.894737,0.4,0.166667,-0.991497,-0.332957,0.99292,-1,0.987378,1
-0.142857,-0.789474,-1,-1,-0.995748,-0.266902,-1,0.994687,0.977278,1
-0.6,-0.428571,-0.5,-0.5,-0.945435,-0.368166,0.984718,0.356409,0.786279,1
-0.2,-1,-1,-1,-0.993704,-0.899985,-1,0.966066,0.853112,1
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.169905,0.921131,0.993384,0.978969,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.394378,0.981526,-1,0.972667,1
-1,-0.428571,-0.5,-0.5,-0.970619,-0.390976,0.976948,-0.118236,0.908852,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.683135,0.999468,-0.547406,0.993724,1
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.421792,0.957143,-1,0.914467,1
-0.714286,-0.894737,0,-0.166667,-0.984694,-0.407102,0.946883,0.747582,0.934577,1
-1,-0.684211,0.2,0,-0.993197,-0.245916,0.974143,-1,0.937439,1
-1,-0.142857,-0.5,-0.5,-0.989507,-0.428485,0.98114,-0.460673,0.673285,0
-0.428571,-1,-0.6,-0.666667,-0.995748,-0.404623,0.998462,-1,0.993982,1
0.142857,-1,-1,-0.833333,-0.895408,-0.903302,0.597204,0.103848,0.737187,0
-1,-0.789474,-1,-1,-0.995748,-0.304496,-1,0.977617,0.972947,1
-0.714286,-0.894737,-0.8,-0.833333,-0.985544,-0.370139,0.970456,0.498929,0.603285,0
-0.142857,-0.789474,-0.8,-0.833333,-1,-0.323462,0.986378,0.999597,0.99695,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.375173,0.945504,-0.548714,0.929423,1
-1,-0.789474,-1,-1,-0.995748,-0.372017,-1,0.964997,0.957789,1
-0.142857,-0.684211,-0.8,-0.833333,-0.998299,-0.248202,0.923074,0.994751,0.963227,1
-0.142857,-0.578947,-0.8,-0.833333,-0.998299,-0.210402,0.924229,0.994819,0.985532,1
-0.6,-0.714286,-0.5,-0.5,-0.991606,-0.709084,0.995158,0.496696,0.820223,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.700002,0.997171,-0.570057,0.97415,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.680103,0.999863,-0.547406,0.998279,1
-1,-0.684211,-0.6,-0.666667,-0.997449,0.394296,0.94493,-0.547025,0.932607,1
-0.428571,-1,-0.8,-0.833333,-0.997449,-0.69155,0.998615,-0.54929,0.985412,1
-1,-0.789474,-1,-1,-0.997449,0.286053,-1,0.999499,0.998798,1
-0.714286,-0.894737,-0.8,-0.833333,-0.989796,-0.420103,0.965889,0.368149,0.456566,0
-0.142857,-0.789474,-1,-1,-0.995748,-0.264812,-0.777769,0.990233,0.981546,1
-0.6,0.142857,0,0,-1,-0.341775,0.999185,-0.77773,0.990179,1
0.6,-0.714286,-0.75,-0.5,-0.895068,-0.633137,0.952616,0.060199,0.903791,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.084592,0.999491,-1,0.998451,1
-0.714286,-0.684211,-1,-1,-0.997449,-0.942789,-1,0.991977,0.982413,1
-0.428571,-1,-0.6,-0.666667,-1,-0.42341,0.956041,-1,0.898785,1
-0.142857,-0.789474,-1,-1,-0.988946,-0.242424,-1,0.827827,0.790751,1
-1,-0.789474,-1,-1,-0.995748,-0.455926,-1,0.914987,0.895287,1
-0.714286,-0.894737,-0.6,-0.666667,-0.997449,-0.04154,0.99943,-1,0.998224,1
-0.714286,-0.789474,-0.6,-0.666667,-0.988095,-0.235052,0.982419,0.610325,0.91609,1
0.142857,-1,-1,-0.833333,-0.895408,-0.902612,0.597204,0.239568,0.816689,1
-0.714286,-0.789474,0,-0.166667,-0.989796,-0.301022,0.956268,-0.031578,0.964845,1
-0.714286,-0.894737,-0.8,-0.833333,-0.989796,-0.344032,0.94962,0.529083,0.542581,0
-1,-0.789474,0.4,0.166667,-1,-0.25315,0.99891,-1,0.986467,1
